Issue_ID,Department,Issue_Type,Entity_ID,Entity_Name,Metric,Actual_Value,Expected_Value,Variance,Priority,Root_Cause,Financial_Impact,Recommended_Action,Source,Report_Date
ISSUE-00080,Inventory,Critical Anomaly,P00059-W019-2025-11-23,Inventory Record,Anomaly Score,98.85,60.0,38.85,Critical,Negative closing stock; Unusual inventory movement; Unusual closing-stock change; Unusual inventory-value change; Negative inventory value,1603200.0,"Reconcile warehouse movement with purchase, sale and return records; physically validate stock.",Multi-Factor Anomaly Detection,2026-09-16
ISSUE-00081,Inventory,Critical Anomaly,P00559-W019-2026-08-05,Inventory Record,Anomaly Score,98.85,60.0,38.85,Critical,Negative closing stock; Unusual inventory movement; Unusual closing-stock change; Unusual inventory-value change; Negative inventory value,1603200.0,"Reconcile warehouse movement with purchase, sale and return records; physically validate stock.",Multi-Factor Anomaly Detection,2026-09-16
ISSUE-00082,Inventory,Critical Anomaly,P00059-W019-2026-07-01,Inventory Record,Anomaly Score,98.69,60.0,38.69,Critical,Negative closing stock; Unusual inventory movement; Unusual closing-stock change; Unusual inventory-value change; Negative inventory value,1603200.0,"Reconcile warehouse movement with purchase, sale and return records; physically validate stock.",Multi-Factor Anomaly Detection,2026-09-16
ISSUE-00083,Inventory,Critical Anomaly,P00559-W019-2026-03-13,Inventory Record,Anomaly Score,98.69,60.0,38.69,Critical,Negative closing stock; Unusual inventory movement; Unusual closing-stock change; Unusual inventory-value change; Negative inventory value,1603200.0,"Reconcile warehouse movement with purchase, sale and return records; physically validate stock.",Multi-Factor Anomaly Detection,2026-09-16
ISSUE-00084,Inventory,Critical Anomaly,P00060-W020-2026-05-03,Inventory Record,Anomaly Score,98.48,60.0,38.48,Critical,Negative closing stock; Unusual inventory movement; Unusual closing-stock change; Unusual inventory-value change; Negative inventory value,1602440.0,"Reconcile warehouse movement with purchase, sale and return records; physically validate stock.",Multi-Factor Anomaly Detection,2026-09-16
ISSUE-00085,Inventory,Critical Anomaly,P00560-W020-2026-01-13,Inventory Record,Anomaly Score,98.48,60.0,38.48,Critical,Negative closing stock; Unusual inventory movement; Unusual closing-stock change; Unusual inventory-value change; Negative inventory value,1602440.0,"Reconcile warehouse movement with purchase, sale and return records; physically validate stock.",Multi-Factor Anomaly Detection,2026-09-16
ISSUE-00086,Inventory,Critical Anomaly,P00560-W020-2026-08-21,Inventory Record,Anomaly Score,98.48,60.0,38.48,Critical,Negative closing stock; Unusual inventory movement; Unusual closing-stock change; Unusual inventory-value change; Negative inventory value,1602440.0,"Reconcile warehouse movement with purchase, sale and return records; physically validate stock.",Multi-Factor Anomaly Detection,2026-09-16
ISSUE-00087,Inventory,Critical Anomaly,P00060-W020-2025-12-09,Inventory Record,Anomaly Score,98.48,60.0,38.48,Critical,Negative closing stock; Unusual inventory movement; Unusual closing-stock change; Unusual inventory-value change; Negative inventory value,1602440.0,"Reconcile warehouse movement with purchase, sale and return records; physically validate stock.",Multi-Factor Anomaly Detection,2026-09-16
ISSUE-00088,Inventory,Critical Anomaly,P00059-W019-2026-04-07,Inventory Record,Anomaly Score,98.83,60.0,38.83,Critical,Negative closing stock; Unusual inventory movement; Unusual closing-stock change; Unusual inventory-value change; Negative inventory value,1596520.0,"Reconcile warehouse movement with purchase, sale and return records; physically validate stock.",Multi-Factor Anomaly Detection,2026-09-16
ISSUE-00089,Inventory,Critical Anomaly,P00059-W019-2025-11-13,Inventory Record,Anomaly Score,98.83,60.0,38.83,Critical,Negative closing stock; Unusual inventory movement; Unusual closing-stock change; Unusual inventory-value change; Negative inventory value,1596520.0,"Reconcile warehouse movement with purchase, sale and return records; physically validate stock.",Multi-Factor Anomaly Detection,2026-09-16
ISSUE-00090,Inventory,Critical Anomaly,P00559-W019-2026-07-26,Inventory Record,Anomaly Score,98.83,60.0,38.83,Critical,Negative closing stock; Unusual inventory movement; Unusual closing-stock change; Unusual inventory-value change; Negative inventory value,1596520.0,"Reconcile warehouse movement with purchase, sale and return records; physically validate stock.",Multi-Factor Anomaly Detection,2026-09-16
ISSUE-00091,Inventory,Critical Anomaly,P00059-W019-2026-06-26,Inventory Record,Anomaly Score,98.66,60.0,38.66,Critical,Negative closing stock; Unusual inventory movement; Unusual closing-stock change; Unusual inventory-value change; Negative inventory value,1596520.0,"Reconcile warehouse movement with purchase, sale and return records; physically validate stock.",Multi-Factor Anomaly Detection,2026-09-16
ISSUE-00092,Inventory,Critical Anomaly,P00559-W019-2026-05-22,Inventory Record,Anomaly Score,98.66,60.0,38.66,Critical,Negative closing stock; Unusual inventory movement; Unusual closing-stock change; Unusual inventory-value change; Negative inventory value,1596520.0,"Reconcile warehouse movement with purchase, sale and return records; physically validate stock.",Multi-Factor Anomaly Detection,2026-09-16
ISSUE-00093,Inventory,Critical Anomaly,P00559-W019-2026-03-03,Inventory Record,Anomaly Score,98.66,60.0,38.66,Critical,Negative closing stock; Unusual inventory movement; Unusual closing-stock change; Unusual inventory-value change; Negative inventory value,1596520.0,"Reconcile warehouse movement with purchase, sale and return records; physically validate stock.",Multi-Factor Anomaly Detection,2026-09-16
ISSUE-00094,Inventory,Critical Anomaly,P00559-W019-2025-10-14,Inventory Record,Anomaly Score,98.66,60.0,38.66,Critical,Negative closing stock; Unusual inventory movement; Unusual closing-stock change; Unusual inventory-value change; Negative inventory value,1596520.0,"Reconcile warehouse movement with purchase, sale and return records; physically validate stock.",Multi-Factor Anomaly Detection,2026-09-16
ISSUE-00095,Inventory,Critical Anomaly,P00060-W020-2025-09-15,Inventory Record,Anomaly Score,98.45,60.0,38.45,Critical,Negative closing stock; Unusual inventory movement; Unusual closing-stock change; Unusual inventory-value change; Negative inventory value,1595650.0,"Reconcile warehouse movement with purchase, sale and return records; physically validate stock.",Multi-Factor Anomaly Detection,2026-09-16
ISSUE-00096,Inventory,Critical Anomaly,P00560-W020-2026-08-11,Inventory Record,Anomaly Score,98.45,60.0,38.45,Critical,Negative closing stock; Unusual inventory movement; Unusual closing-stock change; Unusual inventory-value change; Negative inventory value,1595650.0,"Reconcile warehouse movement with purchase, sale and return records; physically validate stock.",Multi-Factor Anomaly Detection,2026-09-16
ISSUE-00097,Inventory,Critical Anomaly,P00060-W020-2026-04-23,Inventory Record,Anomaly Score,98.45,60.0,38.45,Critical,Negative closing stock; Unusual inventory movement; Unusual closing-stock change; Unusual inventory-value change; Negative inventory value,1595650.0,"Reconcile warehouse movement with purchase, sale and return records; physically validate stock.",Multi-Factor Anomaly Detection,2026-09-16
ISSUE-00098,Inventory,Critical Anomaly,P00560-W020-2026-01-03,Inventory Record,Anomaly Score,98.45,60.0,38.45,Critical,Negative closing stock; Unusual inventory movement; Unusual closing-stock change; Unusual inventory-value change; Negative inventory value,1595650.0,"Reconcile warehouse movement with purchase, sale and return records; physically validate stock.",Multi-Factor Anomaly Detection,2026-09-16
ISSUE-00099,Inventory,Critical Anomaly,P00559-W019-2025-12-08,Inventory Record,Anomaly Score,98.81,60.0,38.81,Critical,Negative closing stock; Unusual inventory movement; Unusual closing-stock change; Unusual inventory-value change; Negative inventory value,1589840.0,"Reconcile warehouse movement with purchase, sale and return records; physically validate stock.",Multi-Factor Anomaly Detection,2026-09-16
ISSUE-00100,Inventory,Critical Anomaly,P00059-W019-2026-03-28,Inventory Record,Anomaly Score,98.81,60.0,38.81,Critical,Negative closing stock; Unusual inventory movement; Unusual closing-stock change; Unusual inventory-value change; Negative inventory value,1589840.0,"Reconcile warehouse movement with purchase, sale and return records; physically validate stock.",Multi-Factor Anomaly Detection,2026-09-16
ISSUE-00101,Inventory,Critical Anomaly,P00559-W019-2026-07-16,Inventory Record,Anomaly Score,98.81,60.0,38.81,Critical,Negative closing stock; Unusual inventory movement; Unusual closing-stock change; Unusual inventory-value change; Negative inventory value,1589840.0,"Reconcile warehouse movement with purchase, sale and return records; physically validate stock.",Multi-Factor Anomaly Detection,2026-09-16
ISSUE-00102,Inventory,Critical Anomaly,P00059-W019-2026-01-22,Inventory Record,Anomaly Score,98.65,60.0,38.65,Critical,Negative closing stock; Unusual inventory movement; Unusual closing-stock change; Unusual inventory-value change; Negative inventory value,1589840.0,"Reconcile warehouse movement with purchase, sale and return records; physically validate stock.",Multi-Factor Anomaly Detection,2026-09-16
ISSUE-00103,Inventory,Critical Anomaly,P00559-W019-2026-02-26,Inventory Record,Anomaly Score,98.44,60.0,38.44,Critical,Negative closing stock; Unusual inventory movement; Unusual closing-stock change; Unusual inventory-value change; Negative inventory value,1589840.0,"Reconcile warehouse movement with purchase, sale and return records; physically validate stock.",Multi-Factor Anomaly Detection,2026-09-16
ISSUE-00104,Inventory,Critical Anomaly,P00059-W019-2026-06-16,Inventory Record,Anomaly Score,98.44,60.0,38.44,Critical,Negative closing stock; Unusual inventory movement; Unusual closing-stock change; Unusual inventory-value change; Negative inventory value,1589840.0,"Reconcile warehouse movement with purchase, sale and return records; physically validate stock.",Multi-Factor Anomaly Detection,2026-09-16
ISSUE-00105,Inventory,Critical Anomaly,P00559-W019-2025-10-04,Inventory Record,Anomaly Score,98.44,60.0,38.44,Critical,Negative closing stock; Unusual inventory movement; Unusual closing-stock change; Unusual inventory-value change; Negative inventory value,1589840.0,"Reconcile warehouse movement with purchase, sale and return records; physically validate stock.",Multi-Factor Anomaly Detection,2026-09-16
ISSUE-00106,Inventory,Critical Anomaly,P00059-W019-2025-11-03,Inventory Record,Anomaly Score,98.44,60.0,38.44,Critical,Negative closing stock; Unusual inventory movement; Unusual closing-stock change; Unusual inventory-value change; Negative inventory value,1589840.0,"Reconcile warehouse movement with purchase, sale and return records; physically validate stock.",Multi-Factor Anomaly Detection,2026-09-16
ISSUE-00107,Inventory,Critical Anomaly,P00060-W020-2026-04-13,Inventory Record,Anomaly Score,98.43,60.0,38.43,Critical,Negative closing stock; Unusual inventory movement; Unusual closing-stock change; Unusual inventory-value change; Negative inventory value,1588860.0,"Reconcile warehouse movement with purchase, sale and return records; physically validate stock.",Multi-Factor Anomaly Detection,2026-09-16
ISSUE-00108,Inventory,Critical Anomaly,P00560-W020-2026-05-18,Inventory Record,Anomaly Score,98.43,60.0,38.43,Critical,Negative closing stock; Unusual inventory movement; Unusual closing-stock change; Unusual inventory-value change; Negative inventory value,1588860.0,"Reconcile warehouse movement with purchase, sale and return records; physically validate stock.",Multi-Factor Anomaly Detection,2026-09-16
ISSUE-00109,Inventory,Critical Anomaly,P00559-W019-2025-11-28,Inventory Record,Anomaly Score,98.79,60.0,38.79,Critical,Negative closing stock; Unusual inventory movement; Unusual closing-stock change; Unusual inventory-value change; Negative inventory value,1583160.0,"Reconcile warehouse movement with purchase, sale and return records; physically validate stock.",Multi-Factor Anomaly Detection,2026-09-16
ISSUE-00110,Inventory,Critical Anomaly,P00059-W019-2026-03-18,Inventory Record,Anomaly Score,98.79,60.0,38.79,Critical,Negative closing stock; Unusual inventory movement; Unusual closing-stock change; Unusual inventory-value change; Negative inventory value,1583160.0,"Reconcile warehouse movement with purchase, sale and return records; physically validate stock.",Multi-Factor Anomaly Detection,2026-09-16
ISSUE-00111,Inventory,Critical Anomaly,P00559-W019-2025-09-24,Inventory Record,Anomaly Score,98.63,60.0,38.63,Critical,Negative closing stock; Unusual inventory movement; Unusual closing-stock change; Unusual inventory-value change; Negative inventory value,1583160.0,"Reconcile warehouse movement with purchase, sale and return records; physically validate stock.",Multi-Factor Anomaly Detection,2026-09-16
